OUTFALL No. / LOCATION,PARAMETER,SAMPLE MEASURE UNIT,FREQUENCY / SAMPLE TYPE,,,1/1 TO 2/28/1997,,3/1 TO 5/31/1997,,6/1 TO 8/31/1997,,9/1 TO 11/30/1997,,12/1 TO 2/28/1998,,3/1 TO 5/31/1998,,6/1 TO 8/31/1998,,9/1 TO 11/30/1998,,12/1/1998 TO 2/28/1999,,3/1 TO 5/31/1999,,6/1 TO 8/31/1999,,9/1 TO 11/30/1999,,12/1/1999 TO 2/29/2000,,3/1 TO 5/31/2000,,6/1 TO 8/31/2000,,9/1 TO 11/30/2000,,12/1/2000 TO 2/29/2001,,3/1 TO 5/31/2001,,6/1 TO 8/31/2001,,9/1 TO 11/30/2001,,12/1/2001 TO 2/28/2002,,3/1 TO 5/31/2002,,6/1 TO 8/31/2002,,9/1 TO 11/30/2002,,12/1/2002 TO 2/28/2003,,3/1 TO 5/31/2003,,6/1 TO 8/31/2003,,9/1 TO 11/30/2003,,12/1/2003 TO 2/29/2004,,3/1 TO 5/31/2004,,6/1 TO 8/31/2004,,9/1 TO 11/30/2004,,12/1/2004 TO 2/28/2005,,3/1 TO 5/31/2005,,6/1 TO 8/31/2005,,9/1 TO 11/30/2005,,12/1/2005 TO 2/28/2006,,3/1 TO 5/31/2006,,6/1 TO 8/31/2006,,9/1 TO 11/30/2006,,12/1/2006 TO 2/28/2007,,3/1 TO 5/31/2007,,6/1 TO 8/31/2007,,9/1 TO 11/30/2007,,12/1/2007 TO 2/28/2008,,3/1 TO 5/31/2008,,6/1 TO 8/31/2008,,9/1 TO 11/30/2008,,12/1/2008 TO 2/28/2009,,3/1 TO 5/31/2009,,6/1 TO 8/31/2009,,9/1 TO 11/30/2009,,12/1/2009 TO 2/28/2010,,3/1 TO 5/31/2010,,6/1 TO 8/31/2010,,9/1 TO 11/30/2010,,12/1/2010 TO 2/28/2011,,3/1 TO 5/31/2011,,6/1 TO 8/31/2011,,9/1 TO 11/30/2011,,12/1/2011 TO 2/28/2012,,3/1 TO 5/31/2012,,6/1 TO 8/31/2012,,9/1 TO 11/30/2012,,12/1/2012 TO 2/28/2013,,3/1 TO 5/31/2013,,6/1 TO 8/31/2013,,9/1 TO 11/30/2013,,12/1/2013 TO 2/28/2014,,3/1 TO 5/31/2014,,6/1 TO 8/31/2014,,9/1 TO 11/30/2014,,12/1/2014 TO 2/28/2015,,3/1 TO 5/31/2015,,6/1 TO 8/31/2015,,9/1 TO 11/30/2015,,12/1/2015 TO 2/28/2016,,3/1 TO 5/31/2016,,6/1 TO 8/31/2016,,9/1 TO 11/30/2016,,12/1/2016 TO 2/28/2017,,3/1 TO 5/31/2017,,6/1 TO 8/31/2017,,9/1 TO 11/30/2017,,12/1/2017 TO 2/28/2018
1 - UNIVERSITY & I-630,FLOW IN CONDUIT / THRU TREAT. PLANT,MGD,1 / 3 MO.,INST,,0.72,,0.043,,0.215,,2.69,,0.121,,5,,0.144,,4.09,,0.323,,6.46,,0.1,,6.03,,3.876,,12.92,,2.369,,4.03,,1.68,,3.77,,3.23,,1.615,,1.884,,29.07,,2.38,,6.92,,3.44,,2.584,,1.938,,2.58,,3.876,,2.58,,3.196,,2.584,,2.385,,3.13,,3.756,,3.876,,2.584,,3.23,,0.007,,1.08,,1.35,,4.8,,2.583,,2.58,,6.46,,1.292,,1.615,,0.202,,0.335,,1.292,,4.849,,1.076,,1.938,,2.907,,0.645,,2.155,,12.113,,1.482,,5.814,,3.016,,2.18,,0.00158,,0.004262,<,0.00072,,0.0108,,0.0486,,0.0216,<,0.144,,0.001958,,0.00576,,0.00864,,0.0864,,0.00288,,0.2448,,3,,0.043,,0.864,,0.0288,,1.632,,0.0108,,0.0194,,12.91,,0.0455,,0.01728,,0.00432
1 - UNIVERSITY & I-630,"SOLIDS, TOTAL DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,172,,64,,126,,61.5,,46,,33.5,,42.5,,142,,167,,23,,26.5,,20.5,,14,,41,,72.5,,61.5,,136,,76,,55.5,,50,,36,,24,,55,,37.5,,109,,40,,38,,16.5,,45,,35,,24.5,,32.5,,64,,124,,157,,102,,71,,51,,93,,38,,203,,97,,88,,88,,65,,132,,109,,48,,58,,59,,45,,716,,90,,214,,126,,70,,32,,87,,102,,62,,165,,78,,128,,124,,310,,132,,260,,52,,150,,22,,12,,54,,46,,16,,150,,44,,58,,46,,69,,114,,180,,112,,48,,86,,52
1 - UNIVERSITY & I-630,"STREPTOCOCCI, FECAL MATERIAL",#/100ML,1 / 3 MO.,GRAB,,77,,295,,590,,1037,,380,,3550,,16000,,3960,,6150,,1600,,2800,,14500,,4600,,15600,,26500,,25000,,225000,,2000,,3500,,11000,,25000,,170000,>,5000000,,8400,,22000,,110000,,260000,,30000,,68000,,70000,,200,,24000,,2200,,900,,990,,40,,15000,,1000,,100,,750,,200,,1250,,500,<,100,,1900,,600,,4700,,2200,,2400,,100,,500,,7000,,2000,,10700,,3000,,9900,,3400,,2300,,11000,,7300,,7500,,48,,1130,<,1,,260,,150,,4210,<,5600,,300,,500,,1950,,392,,1,,180,,160,,110,,77,,205,,200,,450,,560,,1350,,1000,,840,,400
1 - UNIVERSITY & I-630,"E.COLI  (CHANGED FROM COLIFORM, FECAL 8/31/2005)",#/100ML,1 / 3 MO.,GRAB,<,1,,1,,318,,2520,,20,,1230,,1012,,2860,,4650,,260,,4800,,10200,,4800,,4500,,1620,,37000,,8750,,2000,,43000,,2500,,6560,,10000,>,5000000,,18150,,4000,,20000,,150000,,24000,,17500,,57500,,200,,9000,,1490,,30,,190,,50,,40,,50000,,600,,2050,,1500,,3000,,7900,,2000,,1100,,1000,,10300,,1300,,4800,,3200,,500,,5100,,700,,7400,,5000,,2600,,500,,1700,,8000,,1700,,3700,,70,,1000,<,1,,399,,200,,305,,2755,,200,,50,,2000,,350,,1,,245,,103,,100,,161,,250,,225,,1350,,495,,1800,,1250,,870,,135
1 - UNIVERSITY & I-630,"BOD, CARBONACEOUS 5 DAY (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,12,,18,,0.8,,6.2,,2.3,,7,,20.6,,22.3,,20.1,,5.3,,13.6,,11.6,,9.6,,14.4,,40.2,,10.3,,27.5,,6,,2.1,,9.2,,11.2,,2.5,,4.4,,3.2,,7.8,,6.5,,9.3,,1.8,,7.4,,9.8,,3.6,,2.9,,1.3,,6.19,,8.12,,4.3,,8.4,,6.93,,4.98,,6.53,,10.02,,8.454,,4.66,,3.36,,5.82,,5.59,,3.8,,8,,3.5,,1.1,,1.5,,2.6,,3.8,,3.5,,5,,4.5,,6.5,,15,,23,,5.6,,3.9,,NO DISCHARGE,,4,,3,,5,<,2,,12,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 - 33RD & WHITFIELD,"SELENIUM, TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5,,5,<,2,,3,,3,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,,NO DISCHARGE,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,5,<,0.1,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 - 33RD & WHITFIELD,"BERYLLIUM, (BE) TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.5,,0.5,<,1,<,1,<,1,<,1,<,1,,13,<,1,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,0.1,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 - 33RD & WHITFIELD,"NICKEL, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,3.3,,7.6,<,0,<,1,,2,,11.3,,3,,2,,29.7,<,1,<,1,,4.1,<,1,,49,,NO DISCHARGE,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,0.005,<,5,<,5,<,0.1,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 - 33RD & WHITFIELD,"CHROMIUM, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5,,5,<,1,<,5,<,1,<,1,,1,,61,<,1,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,1,<,5,<,5,<,5,<,5,<,1,<,5,<,3,<,5,<,5,<,0.1,,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 - 33RD & WHITFIELD,"MERCURY, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.2,,0.2,<,1,,200,<,1,<,1,<,1,,3.5,,3,<,1,<,0.2,<,0.2,<,0.2,<,0.2,,NO DISCHARGE,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 - 33RD & WHITFIELD,"CYANIDE, TOTAL  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,10,,10,<,9,,2,,1,,2,,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,,NO DISCHARGE,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,0.009,<,9,<,0.009,<,0.009,<,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 - 33RD & WHITFIELD,"BOD, 5 DAY",MG/L,1 / 3 MO.,COMP/GRAB,,4,,16,,6.6,,6.1,,3.9,,36.3,,21.7,,11.2,,17.2,,16.2,,9.2,,27.6,,22.5,,11.8,,NO DISCHARGE,,12.5,,14.3,,5.8,,4.8,,8.3,,17.9,,5.2,,2.2,,4.3,,3.4,,12.3,,14.7,,2.5,,10.7,,24.1,,2.8,,7.4,,10.2,,12.1,,5.04,,11.5,,11.2,,10.9,,8.85,,5.19,,8.574,,4.356,,8.94,,7.27,,6.1,,5.95,,4.8,,11,,4,,3.5,,3.5,,10.3,,5.4,,2.6,,4.8,,38,,5.2,,14,,29,,9.5,,5.1,,4,,3,,6,,9,,6,,4,,6,,6,,5,,12,,9,,14,,3,<,2,,13,,8,,10,<,2,,3,,7,,3,,6,,5,,3
2 - 33RD & WHITFIELD,PH,SU,1 / 3 MO.,GRAB,,7.41,,7.3,,7,,8.4,,7.5,,7.8,,6.43,,6.87,,6.7,,6.95,,7.28,,6.86,,7,,7.52,,NO DISCHARGE,,6.96,,6.81,,7.21,,6.71,,6.86,,7.21,,6.59,,7,,6.74,,7.14,,7.31,,7.1,,6.61,,6.74,,6.76,,6.53,,6.85,,6.59,,5.92,,6.57,,6.51,,6.9,,6.74,,6.28,,6.56,,6.72,,6.73,,6.53,,6.51,,6.53,,6.27,,6.53,,7.31,,6.81,,6.92,,6.86,,7.02,,7.2,,6.93,,7.16,,7.31,,6.85,,6.47,,6.24,,6.28,,6.7,,7.3,,6.5,,7.8,,7.3,,9.4,,7.5,,7.3,,8.5,,7,,6.8,,7.1,,6.8,,6.8,,7.8,,7.2,,6.4,,7.1,,7.2,,10.4,,7.4,,7.1,,6.7,,7.3,,6.6
2 - 33RD & WHITFIELD,"SOLIDS, TOTAL SUSPENDED",MG/L,1 / 3 MO.,COMP/GRAB,<,1,,30,,80,,45,,5.2,,484,,196,,45,,156.5,,306,,62,,30,,10,,87,,NO DISCHARGE,,13.2,,638,,7,,10,,3.5,,20,,236,,3,,34,,2.4,,27,,20,,11,,115,,285,,5.6,,45,,92,,4,,18,,10,,1,,48,,1,,66,,4,,3.2,,61.3,,9,,126,,258,,74,,6,,28.7,,12.4,,13.6,,66,,17,,32,,20,,96,,112,,45,,347,,23,,73.6,,29,,41,,28,,26,,20,,23,,42,,1,,35,,128,,23,,16,,18,,22,,17,,9,,32,,9,,17,,3,,4,,8,,4,,10
2 - 33RD & WHITFIELD,OIL & GREASE,MG/L,1 / 3 MO.,GRAB,,4.52,,2.33,,4,,3.5,,4.4,,5.6,,0.6,,1.5,,2.2,,4.7,,0.6,,2.1,,2,,3.8,,NO DISCHARGE,,1.1,,1.1,,0.9,,1.5,,2.1,,1.5,,1.5,,0.8,,1.2,,0.5,,2.6,,2,,2.2,,1,,2.3,,2.1,,1.1,,1.1,,0.7,,0.7,,0.4,,0.2,,0.6,,0.5,,0.4,,0.3,,0.4,,0.1,,0.5,,0.2,,0.5,,0.3,<,0.1,,1.5,,0.7,,0.4,,0.5,,3.9,,2.4,,0.9,,2.7,,0.4,,0.5,,1.3,,0.5,,0.7,<,1.4,,2.1,<,1.4,<,1.4,,2.6,<,1.4,<,1.4,<,1.4,<,1.4,<,1.4,<,1.4,<,1.4,<,1.4,<,1.4,,2.1,<,1.4,,2.4,,1.8,<,1.4,,3.8,,4.6,,7.1,,1.4,,2.1
2 - 33RD & WHITFIELD,"NITROGEN, TOTAL",MG/L,1 / 3 MO.,COMP/GRAB,,1.12,,5.06,,0.475,,0.927,,4.96,,4.504,,4.184,,1.718,,2.23,,2.711,,4.68,,4.13,,2.205,,8.25,,NO DISCHARGE,,1.74,,12.1,,3.29,,1.04,,2.8,<,0.05,<,0.05,<,0.05,<,0.05,<,0.05,<,0.05,<,0.54,<,0.425,<,0.44,<,0.01,<,1.26,<,0.05,,0.115,<,0.05,<,0.05,,0.85,,0.48,,1.25,,0.863,,0.945,,0.588,,0.773,,0.72,,2.32,,2.39,,1.3,,1.87,,1.465,,1.49,,1.01,,1.2,,2.47,,0.875,,1.1,,1.88,,8.93,,2,,0.74,,1.95,,2.47,,1.26,,0.65,,2.08,,0.88,,0.69,,1.54,,1.12,,1.96,,0.72,,0.34,,1.17,,0.97,,0.59,,0.65,,0.45,,0.62,,0.78,,0.71,,0.85,,1.08,,0.36,,0.54,,0.49,,0.2,,0.76
2 - 33RD & WHITFIELD,"NITROGEN, KJELDAHL  (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,0.88,,4.48,,0.23,,0.479,,0.097,,3.82,,2.62,,1.17,,1.83,,2.37,,4.45,,3.94,,2.19,,7.33,,NO DISCHARGE,,1.61,,11.3,,2.82,,0.74,,2.75,,4.12,,2.5,,1.42,,2.97,,2.63,,6.59,,12.5,,1.3,,1.58,,4.94,,0.23,,0.66,,1.4,,1.2,,2.22,<,0.05,<,0.05,,0.35,,0.253,<,1.96,,0.56,<,0.1,<,1,,2.07,<,1,,0.24,,2.38,<,0.5,,0.22,,0.51,,0.37,,0.473,,0.596,,0.04,,0.015,,0.342,,1.083,,0.174,<,0.05,,0.48,,0.04,,0.65,,1.84,,0.82,,0.64,,0.48,,0.81,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 - 33RD & WHITFIELD,"PHOSPHORUS, DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,0.1,,0.2,,0.43,,0.184,,4.4,,0.56,,0.248,,0.171,,0.337,,0.8,,0.36,,2.66,,0.41,,1.31,,NO DISCHARGE,,0.65,,1.1,,1.62,,0.71,,1.07,,1.24,,0.7,,1.42,,1.44,,0.39,,0.95,,0.39,,2.2,,0.29,,0.655,,0.227,,0.437,,0.073,,0.011,,0.209,,0.383,,0.311,,0.31,,0.103,,0.294,,0.068,,0.064,,0.89,<,0.1,,0.16,,0.3,<,1,,0.898,,0.8,,1,,1.4,,1,,0.93,,0.6,,0.4,,0.8,,0.2,,0.12,,0.4,,0.3,,0.92,,0.1,,0.1,,0.13,,0.17,,0.11,,0.2,,0.5,,0.03,,0.38,,0.23,,0.19,,0.15,,0.22,,0.19,,0.28,<,0.05,,0.05,<,0.05,,0.13,<,0.05,,0.05,,0.13,,0.09,,0.08
2 - 33RD & WHITFIELD,HARDNESS (CACO3) TOTAL,MG/L,1 / 3 MO.,COMP/GRAB,,44,,50,,0,,0,,60.5,,20,<,20,,28,,56,,44,,36,,32,,30,,36,,NO DISCHARGE,,40,,26,,30,,46,,40,,30,,42,,60,,16,,18,,10,,10,,38,,8,,82,,130,,96,,62,,12,,22,,20,,132,,21,,33,,6.64,,95.7,,4.08,,1.94,,0.93,,9.16,,30,,33.6,,3.64,,26,,34,,30,,26,,36,,24,,54,,40,,28,,36,,26,,25,,11.5,,20,,24,,20,,50,,44,,8,,40,,36,,80,,52,,28,,60,,44,,24,,20,,34,,2,,176,,14,,96,,36,,60,,88,,68
2 - 33RD & WHITFIELD,"SILVER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,1,,1,<,1,<,1,,12,<,10,,2,,8,<,1,<,1,<,1,<,1,<,5,<,5,,NO DISCHARGE,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,0.1,<,0.1,<,0.1,<,0.1,<,0.001,<,0.001,<,0.001,,<.001,<,0.001,<,0.001,<,1,<,1,,1,<,1,<,0.2,<,0.1,,6.8,<,0.2,,0.15,<,0.1,<,0.2,<,0.1,<,0.1,,0.12,<,0.1,<,0.1,<,0.1,<,0.1,<,0.5,<,5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,6,<,0.5,,2,<,0.5,,1,<,0.5,,41,,15.2,,3,,8,,0.5,,0.5,,4,,0.5
2 - 33RD & WHITFIELD,"ZINC, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,23,,17,,38,,56,,80,,185,,72,,70,,70,,280,,260,,475,,36,,23,,NO DISCHARGE,,43,,37,,21,,8,,5,,6,,5,,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,6.91,,4.43,,55.1,,2.2,,0.1,<,0.001,,0.011,,0.013,,0.035,,0.026,,25.3,,23,,33.6,,15.1,,18.4,,20.3,,25.9,,19.5,,27.3,,22.3,,32.9,,54.6,,98.1,,45.1,,43.6,,117,,17.9,,31,,106.7,,13,,29.2,<,0.5,<,1,<,1,<,1,<,1,<,1,,19,<,1,,17,<,1,<,1,<,1,<,1,,32,<,1,,9,,6,,17,,50.7,,24,,15.3
2 - 33RD & WHITFIELD,"CADMIUM, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,0.5,,0.5,<,1,<,1,<,2,<,1,,1,,4,,2,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,0.1,,7.53,<,0.1,<,1,<,0.001,<,0.001,<,0.001,<,0.001,,0.014,<,0.001,<,1,,1,,1,,1,,0.2,<,0.1,,0.107,,0.2,<,0.3,,0.437,,0.63,,1.9,,4.7,,0.47,,11.5,<,0.1,<,0.1,,2.57,<,0.1,<,0.1,<,0.1,<,0.5,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,,7,<,0.1,<,1,<,0.1,<,0.1,,3.3,<,0.1,<,0.1,,2,,3,,4,,1,,0.3,,0.1
2 - 33RD & WHITFIELD,"LEAD, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,1.06,,4.85,,7,,0.018,,8,,43.8,,3,,13,,2.4,<,1,<,1,,5.4,,5.6,,15,,NO DISCHARGE,,1,,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,1,<,0.1,,6.44,<,0.1,<,5.4,<,0.003,<,0.001,<,0.001,,0.001,<,0.001,,0.004,,2.3,,5.73,,8,,3.7,,2.53,,3.5,,1.9,,2.74,,3.35,,3.4,,16.7,,3.15,,34.8,<,0.1,,8.72,,14.7,,1.94,,21.2,,4.81,,2.6,,8.4,<,0.5,,195,<,0.5,,13,<,0.5,,10,,3,<,0.5,,4,,2,<,0.5,,3.7,<,0.5,,40,,13.95,,10,<,0.5,,8,,0.5,,1,,0.5
2 - 33RD & WHITFIELD,"COPPER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,2.79,,9.35,,12.5,,21,<,2,,38.1,,29,,3,,9,,16,<,1,<,1,<,1,<,7,,NO DISCHARGE,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,0.1,,6.74,,1.8,<,2.9,<,0.021,,0.006,,0.003,,0.003,,0.023,,0.01,,3.9,,7.14,,12.9,,13.9,,11.2,,10.6,,19.9,,13.5,,11.4,,10.7,,8.5,,10.02,,64.5,,25.6,,16.3,,14.8,,5.3,,6.18,,47.68,,3.6,,126,<,0.5,,32,<,0.5,,1,<,0.5,,17,,2,,8,,3,<,0.5,,6,,1,<,0.5,<,0.5,,4.59,,1,,9,,4,,9.3,,3,,4.3
2 - 33RD & WHITFIELD,FLOW IN CONDUIT / THRU TREAT. PLANT,MGD,1 / 3 MO.,INST,,0.011,,0.794,,6.5,,5.17,,3.01,,0.54,,0.561,,1.79,,1.13,,4.1,,0.04,,0.086,,0.861,,0.214,,NO DISCHARGE,,0.413,,3.44,,2.58,,3.44,,0.323,,0.215,,8.075,,1.19,,3.46,,0.807,,0.807,,0.323,,0.807,,0.942,,2.018,,1.574,,1.938,,2.907,,0.365,,1.043,,2.584,,0.538,,1.211,,0.001,,0.538,,0.054,,0.107,,1.615,,1.62,,3.45,,2.584,,0.808,,0.336,,7.791,,6.454,,0.969,,2.151,,1.291,,2.584,,0.969,,0.162,,11.678,,2.907,,19.38,,1.131,,3.012,,0.018008,,0.009878,,0.003456,,0.007848,,0.8264,,0.7609,,0.1296,,0.02016,,0.003456,,0.0864,,0.0216,,0.00288,,0.2448,,0.5,,0.0072,,0.0108,,0.004795,,0.551,,0.00864,,0.007848,,1.632,,0.1995,,0.00576,,0.00432
2 - 33RD & WHITFIELD,"SOLIDS, TOTAL DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,96,,88,,44,,44.5,,41,,71,,84.5,,36,,66,,83,,50,,78.5,,23.5,,30.5,,NO DISCHARGE,,116,,71.2,,71.5,,65.5,,56,,51,,38,,125,,96,,49.5,,34.5,,73,,58.5,,44,,98,,43,,44.5,,50,,40,,62,,64,,162,,82,,76,,22,,81,,39,,89,,96,,56,,47,,149,,74,,102,,61,,77,,95,,87,,101,,104,,176,,149,,97,,524,,100,,210,,82,,41,,98,,198,,94,,99,,28,,102,<,10,,44,,76,,62,,80,,70,,88,,68,,118,,70,,56,,84,,108,,12,,32,,28
2 - 33RD & WHITFIELD,"STREPTOCOCCI, FECAL MATERIAL",#/100ML,1 / 3 MO.,GRAB,,324,,120,,15300,<,20,,80,,9840,,48400,,19750,,4400,,15050,,4330,,7900,,7100,,3700,,NO DISCHARGE,,24000,,445000,,22000,,680000,,33000,,17500,,20000,,380000,,22750,,2000,,160000,,1270000,,40000,,82000,,2400,,900,,19000,,120000,,1360,,810,,80,,18000,,17000,,100,,1300,,200,,300,,3800,,3800,,6100,,1900,,1900,,2000,,5900,,1800,,3100,,6000,,2200,,8800,,11100,,8300,,6900,,10300,,20000,,13600,,6700,,336,,1580,<,1,,522,,300,,1267,,1730,,5,,65,,3600,,75,,1210,,50,,148,,98,,269,,396,,60,,900,,195,,2250,,800,,260,,450
2 - 33RD & WHITFIELD,"E.COLI  (CHANGED FROM COLIFORM, FECAL 8/31/2005)",#/100ML,1 / 3 MO.,GRAB,,437,,1,,11300,,4100,<,20,,9200,,18900,,13700,,8200,,8400,,3100,,8670,,3600,,2900,,NO DISCHARGE,,30000,,80000,,4000,,1000000,,11000,,14300,,120000,,10000,,40000,,6000,,60000,,360000,,44000,,16200,,650,,600,,25000,,40000,,960,,160,,160,,110,,27000,,1700,,3100,,<100,,1750,,4900,,4900,,3700,,1800,,3600,,2100,,1800,,6600,,3900,,8100,,1000,,10900,,11700,,2400,,5100,,11900,,16000,,6100,,4200,,316,,1545,<,1,,688,,100,,880,,1610,,10,,25,,2400,,55,,1130,,75,,96,,86,,316,,488,,100,,800,,205,,1350,,820,,290,,2419
2 - 33RD & WHITFIELD,"BOD, CARBONACEOUS 5 DAY (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,3,,10,,5.18,,4.9,,4.3,,32.6,,19.9,,10.6,,16.9,,14.5,,8.6,,27.4,,17,,11.1,,NO DISCHARGE,,11.4,,13.7,,6.9,,3.8,,7.7,,17.1,,4.7,,1.5,,1.5,,2.1,,11.5,,10.1,,2.2,,10.4,,19.6,,4.3,,4.9,,5.4,,12.1,,4.48,,8.5,,10.5,,10.7,,2.66,,5.27,,8.318,,4.356,,6.86,,6.69,,8.42,,6.95,,4,,11.5,,3.8,,2.1,,2.6,,12.5,,4.3,,4.2,,3.4,,36,,1.7,,11.1,,33.1,,8.5,,5.9,<,2,,2,<,2,,6,,4,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"SELENIUM, TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,5,,5,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,,NO DISCHARGE,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,5,,NO DISCHARGE,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"BERYLLIUM, (BE) TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.5,,0.5,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
