STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/5/2017,0.35,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/6/2017,0.5,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/7/2017,0.88,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/8/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/9/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/10/2017,0.1,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/11/2017,0.08,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/12/2017,0.22,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/13/2017,0.26,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/14/2017,0.01,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/16/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/17/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/18/2017,0.02,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/19/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/20/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/21/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/22/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/23/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/24/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/25/2017,0.94,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/26/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/27/2017,0.24,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/28/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/29/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/30/2017,0.02,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,3/31/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/1/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/2/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/3/2017,1.53,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/4/2017,0.09,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/5/2017,0.05,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/6/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/7/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/8/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/9/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/10/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/11/2017,0.66,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/12/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/13/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/14/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/15/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/16/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/17/2017,0.28,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/18/2017,0.37,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/19/2017,0.01,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/20/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/21/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/22/2017,0.67,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/23/2017,0.04,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/24/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/25/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/26/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/27/2017,2,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/28/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,4/30/2017,4.18,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/1/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/4/2017,1.2,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/5/2017,0.09,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/8/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/9/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/10/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/11/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/12/2017,0.35,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/13/2017,0.83,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/14/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/15/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/16/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/17/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/18/2017,0.02,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/19/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/20/2017,2.43,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/21/2017,0.43,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/22/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/23/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/24/2017,0.02,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,5/25/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,6/16/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,6/17/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,6/19/2017,0.48,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,6/20/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,6/21/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,6/22/2017,0.02,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,6/29/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,6/30/2017,0.05,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/1/2017,0.24,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/2/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/3/2017,0.84,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/4/2017,0,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/5/2017,0.52,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/6/2017,0.12,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/17/2017,0.02,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/18/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/20/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/21/2017,0.05,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/22/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/23/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/24/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/25/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/26/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/27/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/28/2017,0.24,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/29/2017,0.21,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/30/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,7/31/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/1/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/2/2017,0.69,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/17/2017,0.03,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/18/2017,0.1,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/19/2017,1.33,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/20/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/22/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/23/2017,0.11,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/24/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/25/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/26/2017,,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/27/2017,0.02,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/28/2017,0.02,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/29/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/30/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,8/31/2017,0.32,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/1/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/2/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/5/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/6/2017,0.18,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/7/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/8/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/9/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/10/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/11/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/12/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/13/2017,0.04,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/14/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/17/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/18/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/19/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/22/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/23/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/24/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/25/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/26/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/27/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,9/29/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/1/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/2/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/3/2017,0.06,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/4/2017,0.45,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/10/2017,0.03,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/11/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/13/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/15/2017,0.19,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/16/2017,0.08,,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/17/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/19/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/20/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/21/2017,0,0,
US1ARPS0019,"LITTLE ROCK 6.7 NNW, AR US",34.805,-92.417,223.4,10/22/2017,0.45,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/1/2017,0.11,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/2/2017,0.21,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/3/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/4/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/5/2017,0.25,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/6/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/7/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/8/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/10/2017,0,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/11/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/12/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/13/2017,0.01,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/14/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/15/2017,0.04,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/16/2017,0.07,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/17/2017,0.75,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/18/2017,0.06,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/19/2017,0.1,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/20/2017,0.05,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/21/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/22/2017,0.52,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/23/2017,0.17,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/24/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/25/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/26/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/27/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/28/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/29/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/30/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,1/31/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/1/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/2/2017,0.02,,
